id,name,host_id,host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,beds,price,availability_365,number_of_reviews,review_scores_rating
33007406,Rental unit in Greater London · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,248419982,Harry,12-03-2019,,N/A,N/A,0,1,0,Waltham Forest,Private room,1,1,,0,4,4.75
28212730,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 2 baths,51236459,Kieran,13-12-2015,,100%,100%,1,8,1,Hillingdon,Entire home/apt,4,2,$120.00,0,11,5
33196982,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 private bath,81585800,George,04-07-2016,,N/A,N/A,0,1,0,Bexley,Private room,2,1,$23.00,0,3,5
28213578,Home in Greater London · ★5.0 · 2 bedrooms · 3 beds · 2 baths,19768402,Luise,10-08-2014,"London, United Kingdom",N/A,N/A,0,5,1,Greenwich,Entire home/apt,5,3,$95.00,0,14,5
28253817,Rental unit in Greater London · ★4.73 · 2 bedrooms · 4 beds · 1 bath,9580198,Joel,22-10-2013,"London, United Kingdom",N/A,N/A,0,1,1,Brent,Entire home/apt,5,4,$110.00,0,11,4.73
33224173,Rental unit in Greater London · Studio · 1 bed · 1 private bath,240490720,Alfonso,01-02-2019,"England, United Kingdom",N/A,N/A,0,1,1,City of London,Private room,1,1,$30.00,0,0,
33265825,Home in Greater London · ★4.88 · 3 bedrooms · 4 beds · 1 bath,14875410,Altido,29-04-2014,"London, United Kingdom",100%,91%,0,350,1,Westminster,Entire home/apt,4,4,$396.00,0,24,4.88
28461756,Rental unit in Greater London · ★4.05 · 2 bedrooms · 4 beds · 1 bath,184761028,Aaron,17-04-2018,"London, United Kingdom",97%,100%,0,74,1,Hillingdon,Entire home/apt,6,4,$155.00,260,21,4.05
33293661,Home in Greater London · 1 bedroom · 1 bed · 1.5 baths,8801730,Lucie Et Vincent,12-09-2013,"London, United Kingdom",N/A,N/A,0,6,1,Westminster,Private room,2,1,$100.00,0,0,
28466329,Rental unit in Greater London · 1 bedroom · 1 bed · 1 private bath,214889204,Bilal,11-09-2018,,N/A,N/A,0,1,1,Hillingdon,Private room,1,1,$85.00,0,0,
33302260,Rental unit in Greater London · 2 bedrooms · 2 beds · 1.5 baths,43368872,Will,04-09-2015,"England, United Kingdom",N/A,N/A,0,1,1,Hammersmith and Fulham,Entire home/apt,4,2,$50.00,0,2,5
28535593,Serviced apartment in Greater London · 3 bedrooms · 3 beds · 2 baths,30961115,Lovelydays,10-04-2015,"London, United Kingdom",70%,55%,0,87,1,Kensington and Chelsea,Entire home/apt,6,3,$700.00,351,0,
28552875,Rental unit in Greater London · ★4.96 · 1 bedroom · 1 bed · 1 private bath,7736098,Aadesh,26-07-2013,"London, United Kingdom",100%,92%,1,3,1,Westminster,Private room,2,1,$107.00,81,95,4.96
33328816,Rental unit in Greater London · 1 bedroom · 2 beds · 1 bath,29551503,Peter,18-03-2015,"London, United Kingdom",N/A,N/A,0,1,1,Tower Hamlets,Entire home/apt,4,2,$160.00,0,0,
28570966,Rental unit in Greater London · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,62503668,Ben,11-03-2016,"London, United Kingdom",N/A,N/A,0,2,0,Tower Hamlets,Private room,2,1,$20.00,0,37,4.81
28750633,Home in Greater London · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,150813245,Lillian,16-09-2017,"London, United Kingdom",100%,87%,1,1,1,Croydon,Private room,1,1,$40.00,0,40,4.8
33356609,Rental unit in Greater London · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,145109223,Charming,09-08-2017,"England, United Kingdom",98%,100%,0,15,1,Barnet,Private room,1,1,$45.00,326,3,4.67
28824448,Rental unit in Greater London · ★4.75 · 1 bedroom · 1 bed · 1 bath,5071448,Stefan,13-02-2013,"London, United Kingdom",100%,60%,0,3,1,Islington,Entire home/apt,2,1,$90.00,9,16,4.75
28833568,Rental unit in London · ★4.80 · 4 bedrooms · 4 beds · 2 baths,33889201,Veeve,21-05-2015,"London, United Kingdom",100%,98%,0,793,1,Wandsworth,Entire home/apt,7,4,"$1,532.00",363,5,4.8
29009258,Rental unit in London · ★4.86 · 1 bedroom · 1 bed · 1 bath,17135141,Darragh,23-06-2014,"London, United Kingdom",N/A,N/A,0,1,1,Lambeth,Entire home/apt,4,1,$109.00,0,7,4.86
33388608,Rental unit in Greater London · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,46941457,Samara,19-10-2015,"Thornton Heath, United Kingdom",100%,74%,0,3,1,Croydon,Private room,1,1,$40.00,149,39,4.64
33599406,Rental unit in Greater London · ★4.67 · 1 bedroom · 1 bed · 1 bath,23579289,Darya,10-11-2014,"London, United Kingdom",100%,95%,0,33,1,Kensington and Chelsea,Entire home/apt,6,1,$140.00,76,46,4.67
33602860,Rental unit in Greater London · ★4.93 · 1 bedroom · 1 bed · 1 bath,3460686,Mira,03-09-2012,"London, United Kingdom",100%,91%,1,1,1,Islington,Entire home/apt,2,1,$133.00,69,41,4.93
29070074,Home in Greater London · ★3.67 · 1 bedroom · 1 bed · 1 shared bath,215666346,Diana,16-09-2018,"London, United Kingdom",N/A,N/A,0,5,1,Haringey,Private room,2,1,$39.00,0,3,3.67
33604745,Home in Greater London · ★4.67 · 1 bedroom · 1 bed · 2 shared baths,249683211,Femi,18-03-2019,,89%,81%,0,7,1,Islington,Private room,2,1,$76.00,351,3,4.67
29070997,Rental unit in Greater London · ★4.85 · 1 bedroom · 1 bed · 1 bath,2518600,Carolina,01-06-2012,"London, United Kingdom",100%,100%,1,9,1,Hackney,Entire home/apt,4,1,$250.00,175,53,4.85
33607322,Home in Greater London · ★5.0 · 3 bedrooms · 4 beds · 3.5 baths,80425840,Alison,28-06-2016,"London, United Kingdom",100%,97%,1,21,1,Kensington and Chelsea,Entire home/apt,6,4,$850.00,223,20,5
33653173,Rental unit in Greater London · 2 bedrooms · 1 bed · 1 bath,144567270,Jack,06-08-2017,"Grantham, United Kingdom",N/A,N/A,0,1,1,Wandsworth,Entire home/apt,4,1,$48.00,0,2,5
29098108,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,6481388,Lucy,20-05-2013,"Cardiff, United Kingdom",N/A,N/A,0,1,1,Wandsworth,Entire home/apt,2,1,$120.00,0,0,
33682919,Rental unit in Greater London · 1 bedroom · 1 bed · 1.5 baths,20536903,Luke,25-08-2014,"London, United Kingdom",N/A,N/A,0,1,1,Islington,Entire home/apt,2,1,$100.00,0,0,
33700882,Rental unit in Greater London · ★4.67 · Studio · 1 bed · 1 bath,28820321,Veronica,05-03-2015,"London, United Kingdom",99%,99%,0,812,1,Westminster,Entire home/apt,2,1,$600.00,0,3,4.67
33891027,Rental unit in Greater London · 1 bedroom · 1 bed · 1 shared bath,32613798,Iwona Diana,04-05-2015,"London, United Kingdom",10%,0%,0,5,1,Camden,Private room,1,1,$50.00,364,0,
33898045,Home in Greater London · ★4.40 · 1 bedroom · 2 beds · 1.5 baths,172832020,Αφροδίτη,11-02-2018,"Chania, Greece",N/A,N/A,0,3,1,Lewisham,Private room,2,2,$30.00,0,5,4.4
29295505,Rental unit in London · ★4.92 · 1 bedroom · 1 bed · 1 bath,127162043,Bob,23-04-2017,"London, United Kingdom",N/A,N/A,0,34,1,Westminster,Entire home/apt,4,1,$170.00,0,24,4.92
29302665,Rental unit in Greater London · Studio · 1 bed · 1 shared bath,220736251,Emma,15-10-2018,,N/A,N/A,0,1,0,Westminster,Private room,1,1,,0,0,
33958910,Home in Greater London · ★4.90 · 1 bedroom · 2 beds · 1 shared bath,248596904,Christopher Jason,13-03-2019,"London, United Kingdom",100%,100%,1,3,1,Redbridge,Private room,2,2,$87.00,363,31,4.9
29312836,Condo in Greater London · 1 bedroom · 1 bed · 1 shared bath,3233001,Seunghyeon,12-08-2012,"London, United Kingdom",N/A,0%,0,2,1,Lewisham,Private room,1,1,$67.00,0,0,
34151560,Rental unit in Greater London · 1 bedroom · 1 bed · 1 private bath,257843894,Gregg,24-04-2019,,N/A,N/A,0,2,0,Lewisham,Private room,2,1,$34.00,0,1,5
29328552,Rental unit in Greater London · 1 bedroom · 1 bed · 1.5 shared baths,142283843,Anja,24-07-2017,"Damwâld, Netherlands",N/A,N/A,0,1,1,Kingston upon Thames,Private room,2,1,$17.00,0,0,
29489954,Rental unit in Greater London · ★4.80 · 1 bedroom · 1 bed · 1 private bath,196521084,Judie,19-06-2018,"England, United Kingdom",90%,99%,0,3,1,Westminster,Private room,2,1,$119.00,22,99,4.8
34162719,Townhouse in Greater London · ★5.0 · 3 bedrooms · 4 beds · 2 baths,257720956,Johanna,24-04-2019,"London, United Kingdom",N/A,N/A,0,1,1,Islington,Entire home/apt,7,4,$250.00,0,4,5
29534954,Rental unit in Perivale · ★4.75 · 1 bedroom · 2 beds · 1.5 baths,55658248,Jorge,22-01-2016,"London, United Kingdom",100%,29%,0,1,1,Ealing,Entire home/apt,4,2,$95.00,0,12,4.75
34620253,Rental unit in Greater London · ★4.76 · 1 bedroom · 2 beds · 1.5 baths,7322751,Vito,06-07-2013,"Rome, Italy",90%,72%,0,3,1,Westminster,Entire home/apt,3,2,$169.00,262,49,4.76
29603116,Rental unit in Greater London · ★4.90 · 2 bedrooms · 2 beds · 2 baths,23234040,Home Host,02-11-2014,"London, United Kingdom",100%,97%,0,152,1,Westminster,Entire home/apt,4,2,$125.00,24,42,4.9
29735689,Home in Greater London · ★4.72 · 1 bedroom · 2 beds · 1 private bath,143503927,Shabana,31-07-2017,"Hayes, United Kingdom",100%,100%,0,5,1,Hillingdon,Private room,3,2,$50.00,349,206,4.72
34622998,Condo in Greater London · ★4.20 · 1 bedroom · 2 beds · 1 shared bath,261033697,Andreea,10-05-2019,"England, United Kingdom",100%,100%,0,1,1,Hammersmith and Fulham,Private room,1,2,$80.00,24,5,4.2
29774900,Rental unit in Greater London · 1 bedroom · 1 bed · 1.5 shared baths,187597612,Valentina,03-05-2018,"England, United Kingdom",N/A,N/A,0,1,1,Hammersmith and Fulham,Private room,2,1,$40.00,0,2,4.5
34633886,Rental unit in Greater London · ★4.73 · 2 bedrooms · 2 beds · 1.5 baths,261291646,Helen,12-05-2019,,100%,N/A,0,2,1,Newham,Entire home/apt,5,2,$488.00,258,11,4.73
34916444,Bungalow in Greater London · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,108223343,Hyacinth,23-12-2016,"London, United Kingdom",96%,54%,1,42,1,Bexley,Entire home/apt,4,3,$150.00,351,5,5
29780420,Rental unit in Greater London · ★4.64 · 1 bedroom · 2 beds · 1 bath,175201127,Evelina And Ossie,25-02-2018,,N/A,N/A,0,3,1,Lewisham,Entire home/apt,4,2,$67.00,0,44,4.64
34941634,Condo in Greater London · ★4.92 · 3 bedrooms · 3 beds · 1 bath,16181761,Jerome,30-05-2014,"London, United Kingdom",100%,80%,1,3,1,Lambeth,Entire home/apt,4,3,$126.00,0,24,4.92
29796194,Home in Greater London · ★4.50 · 1 bedroom · 1 bed · 1 private bath,21460432,Liudas,17-09-2014,"Valencia, Spain",N/A,86%,1,4,1,Hackney,Private room,2,1,$32.00,0,6,4.5
35180049,Condo in Greater London · ★4.95 · 1 bedroom · 2 beds · 1 private bath,264922363,John Lee,29-05-2019,"London, United Kingdom",100%,100%,1,1,1,Southwark,Private room,2,2,$84.00,82,223,4.95
29985769,Rental unit in Greater London · ★4.57 · 1 bedroom · 1 bed · 1 bath,10890765,Katrine,29-12-2013,"London, United Kingdom",N/A,100%,0,2,1,Southwark,Entire home/apt,2,1,$80.00,0,7,4.57
30004985,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,225239697,Ana,11-11-2018,"London, United Kingdom",100%,100%,0,2,1,Camden,Entire home/apt,2,1,"$10,000.00",9,5,5
35358926,Rental unit in Greater London · ★4.67 · 1 bedroom · 1 bed · 1 bath,402191311,GuestReady,18-05-2021,,N/A,N/A,0,1680,0,Islington,Entire home/apt,2,1,$220.00,332,39,4.67
30015771,Rental unit in Greater London · 2 bedrooms · 2 beds · 2 baths,225616938,Joseph,13-11-2018,"Swindon, United Kingdom",N/A,N/A,0,1,0,Hounslow,Entire home/apt,4,2,$120.00,0,0,
35377973,Rental unit in London · ★5.0 · 1 bedroom · 1 bed · 1 bath,266326708,Molly,04-06-2019,"London, United Kingdom",N/A,N/A,0,1,1,Southwark,Entire home/apt,2,1,$85.00,0,24,5
30028798,Home in Greater London · 1 bedroom · 1 bed · 1 private bath,3318502,Lorin,20-08-2012,"London, United Kingdom",N/A,N/A,0,1,1,Hackney,Private room,4,1,$45.00,0,2,5
30043180,Home in Greater London · ★4.88 · 3 bedrooms · 3 beds · 1.5 baths,89164934,Clytie,10-08-2016,"London, United Kingdom",100%,100%,1,1,1,Lewisham,Entire home/apt,6,3,$237.00,360,16,4.88
35575047,Home in Greater London · 1 bedroom · 1 bed · 1 shared bath,31619997,Theo,20-04-2015,"London, United Kingdom",N/A,N/A,0,1,1,Southwark,Private room,2,1,$40.00,0,0,
30079304,Home in Greater London · ★4.71 · 2 bedrooms · 2 beds · 2 baths,48836312,Alex,12-11-2015,"London, United Kingdom",40%,100%,0,2,1,Lambeth,Entire home/apt,4,2,$150.00,17,7,4.71
30246066,Rental unit in Greater London · ★4.50 · 2 bedrooms · 3 beds · 1 bath,29024847,Sarah,09-03-2015,United Kingdom,100%,77%,0,85,1,Westminster,Entire home/apt,5,3,$408.00,225,4,4.5
30371611,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,41231240,Jules,12-08-2015,"London, United Kingdom",N/A,N/A,0,4,1,Westminster,Entire home/apt,3,2,$95.00,0,15,5
30438333,Home in Greater London · 1 bedroom · 1 bed · 1 shared bath,228518501,Dickson,01-12-2018,"England, United Kingdom",N/A,N/A,0,1,0,Newham,Private room,4,1,,0,0,
35594829,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,1802087,Victor,24-02-2012,"London, United Kingdom",N/A,N/A,0,1,1,Hackney,Entire home/apt,4,2,$340.00,0,7,5
30460335,Home in London  · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,210700348,Natasha,20-08-2018,"London, United Kingdom",50%,96%,0,4,1,Camden,Private room,1,2,$75.00,89,4,5
30713686,Rental unit in Greater London · 2 bedrooms · 1 bed · 2 baths,24513321,Dhesh,05-12-2014,United Kingdom,N/A,N/A,0,7,1,Tower Hamlets,Private room,2,1,$110.00,0,0,
35598448,Rental unit in Greater London · ★4.75 · 1 bedroom · 1 bed · 1 bath,57524,Christian,25-11-2009,"Vancouver, Canada",N/A,N/A,0,2,1,Camden,Entire home/apt,2,1,$999.00,0,8,4.75
30727635,Rental unit in Greater London · 2 bedrooms · 2 beds · 1 bath,79014462,Polina,21-06-2016,"England, United Kingdom",N/A,N/A,0,6,1,Brent,Entire home/apt,5,2,$64.00,0,1,5
30730831,Condo in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1992627,Frida And Jono,23-03-2012,"Stockholm, Sweden",100%,48%,0,2,1,Hackney,Entire home/apt,3,2,$140.00,12,17,5
30731964,Rental unit in Greater London · ★4.42 · 1 bedroom · 1 bed · 1 shared bath,19768402,Luise,10-08-2014,"London, United Kingdom",N/A,N/A,0,5,1,Lewisham,Private room,2,1,$29.00,0,12,4.42
30850801,Rental unit in Greater London · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,30760598,John,07-04-2015,"London, United Kingdom",100%,99%,1,5,1,Hammersmith and Fulham,Private room,2,1,$75.00,0,139,4.78
35649028,Rental unit in London · ★4.95 · 2 bedrooms · 2 beds · 1 bath,14949571,Claire,30-04-2014,,100%,100%,1,2,1,Camden,Entire home/apt,5,2,$177.00,16,19,4.95
35665293,Rental unit in Greater London · 1 bedroom · 1 bed · 1 shared bath,145338200,Vas,10-08-2017,"London, United Kingdom",100%,99%,0,9,1,Barnet,Private room,2,1,$50.00,83,0,
31028405,Home in Greater London · 1 bedroom · 3 beds · 1 shared bath,1650802,Farrah,25-01-2012,"London, United Kingdom",69%,53%,0,3,1,Lewisham,Private room,1,3,$25.00,352,1,5
35671421,Condo in Greater London · ★4.0 · 1 bedroom · 2 beds · 1 bath,78844319,Bahram,20-06-2016,"London, United Kingdom",100%,83%,0,31,1,Barnet,Entire home/apt,4,2,$90.00,279,3,4
31070729,Rental unit in Greater London · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,86049692,Janet,26-07-2016,"London, United Kingdom",67%,64%,0,1,1,Greenwich,Private room,1,1,$40.00,100,29,4.76
35702957,Rental unit in Greater London · ★4.67 · 1 bedroom · 1 bed · 1 bath,5880667,Edith,11-04-2013,"London, United Kingdom",N/A,N/A,0,1,1,Merton,Entire home/apt,4,1,$83.00,0,9,4.67
35748282,Home in Greater London · ★4.25 · 3 bedrooms · 3 beds · 3 baths,27834248,Dolly,16-02-2015,"London, United Kingdom",70%,50%,0,109,1,Westminster,Entire home/apt,8,3,$550.00,90,4,4.25
31112600,Rental unit in London  · 1 bedroom · 1 bed · 1 shared bath,8047848,Denis,09-08-2013,"London, United Kingdom",N/A,N/A,0,1,1,Southwark,Private room,2,1,$30.00,0,1,5
35758835,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,268996844,Steadman,16-06-2019,"England, United Kingdom",N/A,100%,0,1,1,Waltham Forest,Private room,2,1,$62.00,149,3,5
35780982,Condo in Greater London · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,31683883,Sheina,21-04-2015,"England, United Kingdom",100%,98%,0,1,1,Westminster,Private room,2,1,$88.00,157,123,4.87
35788194,Rental unit in Greater London · ★4.81 · 1 bedroom · 2 beds · 1 shared bath,269222342,Kayo,17-06-2019,"England, United Kingdom",100%,75%,0,2,1,Tower Hamlets,Private room,4,2,$68.00,363,16,4.81
31140749,Bungalow in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,29140026,Charlotte,11-03-2015,"England, United Kingdom",N/A,N/A,0,2,1,Wandsworth,Private room,2,1,$35.00,0,7,5
35938083,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,270313924,Alister,21-06-2019,"England, United Kingdom",100%,10%,0,4,1,Ealing,Entire home/apt,2,1,$90.00,30,1,5
36014126,Home in Greater London · 3 bedrooms · 4 beds · 1 bath,71063291,Sherie,09-05-2016,,100%,82%,0,16,1,Barnet,Entire home/apt,6,4,$150.00,251,0,
31160996,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,6922096,Linda,15-06-2013,"London, United Kingdom",100%,67%,0,3,0,Islington,Entire home/apt,2,1,$85.00,4,1,5
36022656,Rental unit in Perivale · ★4.75 · Studio · 2 beds · 1 bath,217800825,Chloe,28-09-2018,"England, United Kingdom",N/A,N/A,0,1,1,Ealing,Entire home/apt,4,2,$94.00,0,28,4.75
31332005,Rental unit in Greater London · Studio · 1 bed · 1 bath,234552288,Jay,05-01-2019,"London, United Kingdom",N/A,N/A,0,1,0,Camden,Entire home/apt,1,1,,0,1,5
31337220,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,35404066,Suzanna,09-06-2015,"England, United Kingdom",N/A,N/A,0,1,0,Lambeth,Entire home/apt,2,1,$90.00,0,1,5
36109628,Townhouse in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,109324828,Vanisha,01-01-2017,"Surbiton, United Kingdom",100%,95%,1,2,1,Kingston upon Thames,Private room,2,1,$28.00,0,8,5
31348085,Rental unit in Greater London · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,92659248,Clare,30-08-2016,"London, United Kingdom",100%,100%,1,2,1,Camden,Private room,2,2,$30.00,0,4,5
31348617,Rental unit in Greater London · ★4.43 · 2 bedrooms · 3 beds · 2 baths,10518366,Andrew,09-12-2013,"London, United Kingdom",N/A,50%,0,2,1,Southwark,Entire home/apt,5,3,$209.00,134,7,4.43
36115293,Boutique hotel in Greater London · ★4.36 · 1 bedroom · 2 beds,269728534,Anna - The Royale Chulan Hyde Park,19-06-2019,"England, United Kingdom",100%,99%,0,3,1,Westminster,Hotel room,2,2,$151.00,356,138,4.36
31383056,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,12992655,Simo,10-03-2014,"London, United Kingdom",100%,23%,0,4,1,Tower Hamlets,Private room,1,1,$49.00,256,4,5
36388944,Rental unit in Greater London · 1 bedroom · 1 bed · 1 shared bath,62766264,Vlad,13-03-2016,"Nottingham, United Kingdom",N/A,N/A,0,1,1,Hackney,Private room,2,1,$25.00,0,1,5
31664948,Rental unit in Greater London · 1 bedroom · 1 bed · 1 shared bath,165081609,Maria,31-12-2017,,N/A,N/A,0,2,0,Merton,Private room,2,1,$65.00,0,1,5
36410502,Rental unit in Greater London · ★4.33 · 1 bedroom · 1 bed · 1 bath,65355971,Dana,01-04-2016,"London, United Kingdom",N/A,N/A,0,1,0,Kensington and Chelsea,Entire home/apt,2,1,,0,6,4.33
36411992,Hostel in Greater London · 1 bedroom · 1 bed · 1 bath,1674188,Britannia,30-01-2012,"London, United Kingdom",N/A,65%,0,115,1,Westminster,Private room,1,1,$57.00,0,0,
36412208,Hostel in Greater London · 1 bedroom · 1 bed · 1 bath,1674188,Britannia,30-01-2012,"London, United Kingdom",N/A,65%,0,115,1,Westminster,Private room,1,1,$57.00,0,1,4
31667212,Home in Greater London · ★4.90 · 1 bedroom · 2 beds · 1 shared bath,457694,Luke,22-03-2011,"Beckenham, United Kingdom",N/A,N/A,0,2,1,Bromley,Private room,2,2,$30.00,0,10,4.9
36745383,Home in Greater London · ★4.45 · 1 bedroom · 1 bed · 1.5 shared baths,192921953,Arvind,01-06-2018,"London, United Kingdom",100%,70%,0,3,1,Hounslow,Private room,1,1,$35.00,26,164,4.45
31683224,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,46388248,Amirah,12-10-2015,"London, United Kingdom",N/A,N/A,0,1,1,Haringey,Private room,2,1,$27.00,0,5,5
36844042,Rental unit in Greater London · 1 bedroom · 1 bed · 1 shared bath,202524675,Joshua,15-07-2018,"England, United Kingdom",N/A,N/A,0,1,1,Islington,Private room,2,1,$30.00,0,2,5
31688421,Rental unit in London · ★5.0 · 1 bedroom · 1 bed · 1 private bath,175277884,K,25-02-2018,"London, United Kingdom",N/A,N/A,0,1,1,Tower Hamlets,Private room,1,1,$40.00,0,3,5
36864286,Rental unit in Greater London · ★4.0 · 3 bedrooms · 3 beds · 1 bath,32961486,Wande,09-05-2015,"London, United Kingdom",N/A,N/A,0,2,1,Barnet,Entire home/apt,5,3,$174.00,0,3,4
